ID,  Milk,ChildBby,Vegges,Cereal, Bread,  Rice,  Meat,  Eggs,YogChese, Chips,  Soda, Fruit,  Corn,  Fish, Sauce, Beans,Tortya,SaltNPepper,Scented, Salza
2889,     4,     3,     4,     5,     5,     6,     9,     6,     6,     9,     1,     5,     5,     7,     3,     6,     6,     6,     5,     3
2890,     1,     1,     0,     7,     0,     6,    10,     5,     3,     7,     9,     5,     7,     2,     4,     4,     9,     4,     6,     6
2891,     8,     4,     5,     8,     5,     5,     6,     2,     3,    10,     1,     6,     5,     6,     2,     2,     9,     4,     6,     0
2892,     5,     5,    10,     8,     0,     6,     3,     4,     9,     0,     1,     4,     2,     5,     1,     6,     9,     3,     0,     4
2893,    10,     9,     5,     7,     7,     6,     8,     7,     7,     3,     2,     3,     5,     2,     1,     6,     0,     4,     3,     5
2894,    10,    10,     7,     6,     8,     5,     9,     5,     4,     0,     2,     6,     5,     4,     2,     4,     0,     5,     4,     4
2895,    10,     5,     8,     7,     8,     6,     9,     6,     5,     2,     2,     8,     3,     2,     3,     6,     1,     7,     6,     2
2896,     2,     3,     1,     8,     3,     7,     7,     6,     1,     7,     9,     4,     9,     0,     5,     4,     8,     7,     4,     7
2897,     5,     2,     5,     8,     4,     5,     6,     5,     7,     5,     0,     6,     6,     8,     1,     7,     9,     4,     5,     2
2898,     7,     6,     6,     5,     0,     8,     5,     7,    10,     4,     0,     5,     2,     1,     3,     6,    10,     5,     0,     3
2899,     9,     7,     7,     7,    10,     8,     8,     8,     3,     4,     3,     5,     3,     2,     1,     3,     0,     3,     4,     4
2900,     6,     4,     6,     7,     4,     7,     8,     3,     5,     8,     3,     5,     7,     6,     3,     5,     6,     3,     5,     1
2901,     4,     9,     9,     5,     0,     7,     4,     5,     8,     2,     0,     4,     4,     4,     4,     6,     8,     3,     1,     4
2902,     3,     7,     7,     6,     4,     7,     9,     5,     8,     8,     2,     6,     5,     4,     4,     6,     8,     5,     3,     1
2903,     0,     1,     4,     4,     5,     5,     8,     6,     1,     6,     7,     4,     7,     1,     8,     6,     8,     4,     7,     9
2904,     3,     2,     7,     7,     3,     6,     8,     8,     5,     8,     5,     5,     5,     9,     3,     8,     8,     5,     6,     1
2905,     8,     9,     6,    10,     7,     6,     7,     5,     6,     2,     2,     5,     3,     2,     2,     5,     0,     6,     5,     2
2906,     3,     6,     9,     6,     0,     7,     2,     2,    10,     3,     0,     5,     4,     4,     4,     8,     8,     5,     1,     5
2907,     6,     3,     6,     7,     7,     9,     7,     2,     5,     7,     2,     6,     7,     5,     1,     2,     7,     6,     4,     3
2908,     4,     4,     1,     7,     2,     8,    10,     7,     0,     9,     7,     8,     7,     3,     3,     2,     8,     5,     5,    10
2909,     5,     7,     8,     7,     1,     7,     3,     6,     9,     2,     1,     9,     2,     2,     3,     5,     8,     5,     0,     4
2910,     4,     7,     7,     6,     0,     6,     5,     8,     9,     1,     0,     5,     5,     2,     1,     4,     8,     5,     1,     5
2911,     0,     2,     3,     7,     1,     4,     8,     4,     1,     9,     6,     6,     6,     3,     6,     5,     9,     3,     2,     6
2912,    10,    10,     8,     8,     7,     8,     7,     5,     6,     5,     3,     5,     3,     1,     2,     8,     0,     3,     4,     2
2913,    10,     9,     8,     9,    10,     4,     9,     4,     8,     0,     3,     5,     5,     5,     1,     5,     2,     5,     3,     3
2914,     2,     2,     4,     8,     3,     9,     5,     5,     2,     8,     2,     6,     7,     3,     3,     4,     7,     6,     5,     2
2915,    10,     8,    10,     9,     9,     5,     8,     7,     9,     3,     0,     6,     5,     5,     2,     4,     2,     6,     6,     2
2916,     0,     3,     2,    10,     1,    10,     9,     7,     1,     8,     9,     5,     8,     1,     3,     5,     6,     5,     4,     7
2917,     9,     9,     7,     8,     8,     6,     8,     4,     4,     1,     1,     4,     4,     4,     0,     3,     2,     3,     5,     4
2918,     4,     2,     3,     4,     1,     7,     9,     4,     3,     7,     8,     7,     3,     2,     7,     4,     6,     4,     8,     5
2919,     4,     4,     9,     6,     0,     7,     5,     3,     7,     2,     3,     3,     3,     1,     2,     5,     8,     4,     0,     2
2920,     5,     7,     9,     5,     0,     8,     4,     4,     7,     3,     1,     7,     5,     0,     5,     7,     8,     7,     0,     2
2921,     1,     3,     2,     8,     3,     6,     8,     3,     2,     8,     9,     5,     8,     2,     1,     6,    10,     6,     1,     6
2922,     9,     9,     9,     7,     8,     6,     5,     6,     5,     0,     2,     8,     5,     7,     0,     5,     1,     5,     7,     2
2923,     2,     2,     3,     9,     4,     8,     7,     7,     0,     7,    10,     7,     9,     4,     5,     5,     8,     6,     2,     5
2924,     8,     5,    10,     8,     0,     8,     4,     7,     9,     1,     2,     3,     4,     4,     3,     6,     7,     4,     0,     4
2925,     3,     2,     3,     8,     4,     5,     9,     8,     1,     9,     9,     4,    10,     1,     9,     7,     9,     4,     4,     5
2926,     4,     6,    10,     7,     0,     7,     4,     8,     8,     3,     3,     5,     2,     0,     5,     5,     8,     6,     0,     2
2927,    10,     8,     7,     8,     6,     4,     7,     6,     7,     3,     1,     2,     6,     3,     0,     3,     0,     5,     2,     1
2928,    10,     7,     5,     7,     8,     8,     8,     5,     4,     1,     4,     5,     1,     3,     2,     5,     1,     6,     6,     2
2929,     6,     6,     5,     5,     0,     5,     5,     6,    10,     1,     0,     5,     3,     1,     1,     5,    10,     3,     0,     1
2930,    10,     9,     9,     7,    10,     4,     7,     5,     3,     1,     1,     6,     6,     1,     2,     8,     2,     7,     5,     1
2931,     5,     6,     9,     4,     0,     4,     5,     7,     8,     2,     0,     7,     5,     3,     3,     4,    10,     2,     0,     5
2932,     3,     3,     2,     7,     1,     7,     7,     5,     2,     9,     8,     6,     7,     2,     6,     3,     9,     6,     4,     8
2933,     3,     1,     7,     6,     6,     7,     5,     6,     4,     5,     3,     6,     3,     3,     4,     6,     7,     5,     4,     1
2934,     3,     2,     8,     6,     6,    10,     6,     7,     4,    10,     2,     5,     5,     3,     6,     4,     6,     4,     7,     4
2935,    10,     9,     7,     9,     9,     3,     7,     4,     7,     0,     0,     3,     5,     5,     2,     6,     1,     3,     7,     2
2936,     1,     2,     2,     8,     2,     4,     8,     5,     0,     6,     7,     3,     5,     1,     6,     5,     9,     4,     5,     4
2937,    10,     9,     7,     9,     8,     8,     9,     5,     5,     1,     1,     8,     5,     5,     0,     7,     1,     4,     7,     2
2938,     6,     5,     9,     7,     0,     8,     5,     3,     8,     4,     1,     5,     3,     5,     4,     7,    10,     4,     0,     4
2939,     1,     3,     5,     8,     0,    10,     6,     5,     1,     6,    10,     5,    10,     6,     5,     7,     7,     4,     4,     6
2940,    10,     8,     8,     7,    10,     4,     8,     4,     5,     1,     2,     4,     5,     3,     3,     2,     3,     4,     6,     2
2941,     7,     5,     8,     7,     0,     9,     8,     5,     7,     1,     2,     5,     2,     2,     2,     4,     8,     5,     0,     3
2942,    10,     8,     9,    10,     8,     5,     8,     6,     6,     1,     3,     6,     2,     3,     1,     7,     0,     4,     6,     3
2943,    10,     9,     8,     8,     7,     6,     7,     5,     6,     2,     3,     5,     5,     3,     0,     5,     1,     4,     6,     0
2944,     7,     8,     7,     7,     0,    10,     6,     4,     7,     1,     0,     5,     3,     1,     4,     4,     8,     5,     0,     4
2945,     3,     1,     2,     8,     2,     7,    10,     4,     2,     9,     8,     4,     6,     5,     6,     3,     9,     5,     6,     7
2946,     6,     5,     9,     2,     0,     9,     4,     5,     7,     2,     0,     6,     1,     4,     2,     6,     7,     5,     0,     3
2947,     5,     7,     8,     7,     0,     7,     6,     6,     8,     2,     1,     7,     2,     3,     3,     4,     6,     9,     2,     1
2948,     5,     2,     4,    10,     2,     3,     9,     4,     2,    10,     9,     2,     7,     1,     3,     7,     8,     8,     7,     4
2949,     7,     1,     9,     6,     7,     5,     5,     3,     3,     9,     3,     6,     1,     6,     1,     3,     4,     3,     6,     0
2950,     9,    10,     6,     8,     7,     7,     9,     3,     4,     3,     3,     8,     1,     4,     3,     5,     1,     2,     5,     0
2951,     9,     7,    10,     8,     6,     5,     8,     8,     6,     1,     1,     5,     2,     2,     1,     4,     0,     3,     5,     2
2952,     3,     2,     2,     7,     3,     6,     9,     7,     1,     7,     5,     4,     6,     2,     6,     5,     5,     8,     3,     8
2953,     4,     3,     7,     9,     6,     5,     5,     5,     3,     9,     2,     4,     5,     3,     2,     4,     9,     3,     6,     4
2954,     6,     1,     4,     9,     6,    10,     5,     5,     7,     8,     4,     4,     5,     8,     2,     5,     8,     4,     2,     2
2955,     0,     2,     3,    10,     3,     5,     9,     7,     1,     8,     9,     4,     5,     4,     7,     5,     8,     3,     5,     5
2956,     3,     6,     7,     7,     1,     4,     5,     5,     8,     2,     2,     5,     3,     3,     5,     4,     7,     5,     0,     4
2957,     5,     9,     9,     5,     0,     8,     4,     5,     8,     3,     0,     7,     5,     2,     2,     6,     6,     8,     0,     0
2958,     5,     7,     9,     5,     1,     8,     8,     5,     9,     1,     1,     7,     1,     1,     2,     6,     9,     6,     0,     3
2959,     5,     5,     7,     7,     0,     8,     5,     4,    10,     1,     2,     5,     3,     2,     2,     3,     8,     4,     0,     1
2960,     5,     9,     6,     6,     0,     7,     4,     4,    10,     1,     0,     7,     2,     2,     3,     5,     9,     6,     0,     2
2961,    10,     7,     9,    10,     8,     5,     7,     3,     7,     1,     2,     4,     4,     1,     3,     8,     1,     7,     6,     0
2962,     3,     1,     3,    10,     2,     7,    10,     3,     1,     9,     9,     2,    10,     3,     7,     4,    10,     2,     3,     7
2963,     6,     4,    10,     7,     0,     3,     4,     8,     9,     1,     2,     8,     3,     2,     5,     5,     8,     4,     0,     2
2964,     2,     2,     2,     7,     5,     6,     8,     5,     1,     6,     8,     7,     7,     2,     8,     4,     7,     3,     6,     7
2965,     6,     7,     8,     9,     0,     7,     6,     3,     9,     1,     2,     7,     5,     2,     3,     3,     6,     5,     2,     4
2966,    10,     7,     9,     8,     9,     7,    10,     4,     4,     3,     0,     4,     3,     1,     4,     9,     2,     6,     3,     1
2967,     4,     3,     8,     8,     5,     7,     8,     9,     7,     7,     2,     4,     7,     4,     2,     4,     8,     2,     5,     3
2968,     5,     6,    10,     5,     0,     4,     5,     1,    10,     2,     2,     5,     3,     1,     3,     5,     6,     2,     0,     3
2969,     0,     2,     0,    10,     3,     6,    10,     4,     0,    10,     6,     8,     8,     3,     4,     7,     9,     2,     1,     8
2970,    10,     7,     8,     8,     6,     4,     8,     4,     5,     1,     3,     4,     4,     3,     1,     4,     3,     5,     5,     5
2971,     6,     3,     6,     5,     6,     8,     6,     4,     8,     9,     1,     3,     4,     8,     5,     5,     8,     3,     6,     0
2972,     7,     3,     6,     8,     5,     8,     4,     5,     4,     8,     1,     5,     6,     5,     3,     7,     8,     6,     4,     2
2973,     4,     5,     4,     6,     0,     7,     4,     5,     6,     3,     0,     7,     2,     4,     3,     6,     9,     4,     0,     4
2974,     7,     3,     8,     8,     6,     7,     7,     3,     4,     6,     2,     5,     3,     4,     3,     7,     6,     6,     4,     2
2975,     9,     6,     7,     7,     9,     7,     9,     7,     1,     3,     4,     5,     4,     5,     3,     6,     0,     3,     6,     2
2976,     2,     4,     1,     8,     2,     6,     7,     4,     0,    10,     8,     8,     7,     3,     7,     8,     5,     7,     4,     8
2977,     5,     9,    10,     4,     0,     6,     5,     3,     7,     1,     1,     4,     2,     3,     4,     6,     8,     4,     0,     6
2978,     6,     4,     7,     7,     7,     6,     6,     5,     5,     4,     2,     4,     2,     5,     6,     5,     8,     5,     7,     1
2979,     4,     4,     4,     8,     8,     6,     5,     7,     5,     8,     1,     4,     4,     6,     4,     3,     7,     8,     6,     2
